date,views,likes,comments
2026-06-21T09:55:24Z,2161964,23640,2065
2026-06-22T12:11:14Z,2162775,23656,2067
2026-06-23T09:48:04Z,2163359,23658,2067
2026-06-24T09:37:16Z,2163862,23659,2067
2026-06-25T09:28:43Z,2164557,23658,2067
2026-06-26T09:33:40Z,2165254,23661,2068
2026-06-27T23:12:38Z,2166396,23672,2068
2026-06-28T08:57:30Z,2166715,23673,2068
2026-06-29T11:07:10Z,2167554,23689,2069
2026-06-30T09:43:11Z,2168138,23688,2069
2026-07-01T09:54:58Z,2168917,23692,2069
2026-07-02T09:17:57Z,2169527,23692,2068
2026-07-03T09:23:56Z,2170189,23696,2068
2026-07-04T08:41:57Z,2170749,23700,2068
2026-07-05T08:56:58Z,2171331,23704,2068
2026-07-06T10:43:30Z,2171979,23707,2069
2026-07-07T09:48:19Z,2172493,23709,2069
2026-07-08T08:34:07Z,2173033,23711,2070
2026-07-09T09:46:01Z,2173657,23718,2070
2026-07-10T09:41:06Z,2174440,23727,2070
2026-07-11T08:01:03Z,2175114,23734,2070
2026-07-12T08:22:38Z,2175788,23740,2070
